,access_date,type,country,cost,code,notes,note,pre,post_accept,post_decline,pass,accept_vendors,accept_legit,pre_vendors,pre_legit,decline_vendors,decline_legit,cmp,dec
"oekotest,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",,,,0,0,0,0,0,0,0,0,138
"omnibusrevue,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",,,,0,0,0,0,0,0,0,0,139
"pc-magazin,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",CPrL07APrL07AAfBOBDEDCCgAAAAAAAAAAigAAAMEgBAGfAYIAAA,CPrL07APrL07AAfBOBDEDCCsAP_AAH_AAAigIstd_H_fbW9j-f5_aft0eY1f9_K_b-QyDheFs-oFwJeQ9LwG22A6NEygpCgCkQwAolJBIANsHElUCUExQAgEAAGsAgAEhAAIICJEgBERQkIICBoKAoAAUAAIgEk5MhSAmwhUQsLmXEAA1IgQBggAgIgAAIIBAgMABAAIABAAAQIAgYAAAAAAIAAAAAACCLLXfx_321vY_n-f2n7dHmNX_fyv2_kMg4XhbPqBcCXkPS8BttgOjRMoKQoApEMAKJSQSADbBxJVAlBMUAIBAABrAIABIQACCAiRIAREUJCCAgaCgKAAFAACIBJOTIUgJsIVELC5lxAANSIEAYIAICIAACCAQIDAAQACAAQAAECAIGAAAAAACAAAAAAAgAA,CPrL07APrL07AAfBOBDEDCCgAAAAAAAAAAigAAAMEgBAGfAYIAAA,1,335,335,0,2,0,2,31,140
"pcwelt,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,","CPrMGgAPrMGgAAGABCENDCCgAAAAAAAAACQgAAAAAAAA,YAAAAAAAAAAA","CPrMGgAPrMGgAAGABCENDCCgAP_AAAAAACQgIDwMgADgAKgAYABoAFQAMgAcgA-AEAAKgAZAA0AB0AD6AIoAjABMgCcAJ4AWwAvgBhADaAH4AQAAhABLQCkAKUAWIAtwBfADSAHEAO4AfoBA4CDAIOARYAp8BaAFpAMaAZwBDYCTgEvgKZAWgAugBecDDAMNAYyA5oCAYEBwAAAHBICYAFQAMgAcgA-AEAANAAigBMACeAH4AQgAlgBSgC3AH6AQMAp4C0AF5gMNCAAwAZAEHAXQGgBAFPgLQAtIiACAU8VADACZAWgBaQF5jIAYATAEnALzHQFQAKgAZAA5AB8AIAAaAA-ACKAEwAJ4AfgBLAClAFiALcAfoBAwCLAFPgLQAtIC8wGGjgAwAMgB3AEHAWgAugBppCAOABkAJgApQBYgFPgLQAtICTiAAEBdBKASABkADgAHwAmAClAFuAU-AtAC0gLzJAAgB3AEHKQEgAKgAZAA5AB8AIAAaABFACYAE8APwApQBYgC3AH6ARYBJwC0AF5gMNKAAwAZADuAIOAA,YAAAAAAAAAAA","CPrMGgAPrMGgAAGABCENDCCgAAAAAAAAACQgAAAAAAAA,YAAAAAAAAAAA",1,0,0,0,0,0,0,6,141
"peiner-nachrichten,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",,CPrL07APrL07AAfamDDEDCCwAP_AAH_AAAYgI5gBpDpMTWFAMHB5AMMAKIQU1tAXIWAACBAAASABQAMAsAQEkAAAIASAAAACAQQAoBYBAABAAEAAAAEAQAAEAAEkAAAAhAAIIAJAAAEBQAAAAAAAAAAAAAAAAAAJAAQAkACAQwKAREAAgIAwAAAAAAgAgIABAgICAAAAEAAAAAIEAAAAAAIAAIABAAACARAAgjmAGkOkxNYUAwcHkAwwAohBTW0BchYAAIEAABIAFAAwCwBASQAAAgBIAAAAIBBACgFgEAAEAAQAAAAQBAAAQAASQAAACEAAggAkAAAQFAAAAAAAAAAAAAAAAAAAkABACQAIBDAoBEQACAgDAAAAAACACAgAECAgIAAAAQAAAAAgQAAAAAAgAAgAEAAAIBEACAUCgAgLaCQAQFtBoAIC2hEAEBbQqACAtoZABAW0OgAgLaIQAQFtEoAIC2ikAEBbQA,CPrL07APrL07AAfamDDEDCCwAAAAAAAAAAYgAAAOxgAgOxAKBQAQFtBIAIC2g0AEBbQiACAtoVABAW0MgAgLaHQAQFtEIAIC2iUAEBbRSACAtoA,1,134,134,0,0,0,1,0,142
"plantopedia,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",,,,0,0,0,0,0,0,0,0,143
"prisma,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",,"CPrL07APrL07AAcABBENDCCsAP_AAH_AAChQJNNf_X__b2_r-_5_f_t0eY1P9_7__-0zjhfdl-8N3f_X_L8X52M7vF36tq4KuR4ku3LBIUdlHPHcDUmw6okVryPsbk2cr7NKJ7PEmnMbO2dYGH9_n1_z-ZKY7___f__z_v-v________7-3f3__5___-3_e_V__9zfn9__3-AAAAAAAAAAAAAAAAAAAAAf3_79_7_H8EmwCTDVuIAuzLHBm2jCKBECMKwkKoFABRQDC0QGEDq4KdlcBPrCJACgFAE4EQIcAUZMAgAAEgCQiACQI8EAgAIgEAAIAFQiEADGwCCwAsBAIABQDQsUYoAhAkIMiIiIUwICpEgoJ7KhBKD_Q0whDrLACg0f8VCAjWQMVgRCQAAAAAAAAAAAAAAAAAAAAAAFEqFaik9NACBAAQE2CAAIC6gAAA,f_gAD_gAAAAA","CPrL07APrL07AAcABBENDCCgAAAAAAAAAChQAAAAAABAgAICbBAAEBdQ,YAAAAAAAAAAA",1,303,304,0,0,0,0,0,144
"process-worldwide,com",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",CPrL07APrL07AAfNdcENDCCgAAAAAAAAAAigAAAAAAFAoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDAkBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBgaAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwRATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYKgJgAGAAuACcAFUALAAtABkAEQAJkATgBPgEQARIAmABRACkAH6AXMBMgC2gF5gQMGQEwADAAXABOACqAFgAWgAyACIAEyAJwAnwCIAIkATAAogBSAD9ALmAmQBbQC8wIGDoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDCEBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBhKAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwpATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYA,CPrL07APrL07AAfNdcENDCCoAP_AAH_AAAigIGQFwADAAXABOACqAFgAWgAyACIAEyAJwAngB-gEQARIAmABRACkAH6ARYAuYBgQDhAJkAW0AvMCBgIGQFwADAAXABOACqAFgAWgAyACIAEyAJwAngB-gEQARIAmABRACkAH6ARYAuYBgQDhAJkAW0AvMCBgBQKAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwJATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYGgJgAGAAuACcAFUALAAtABkAEQAJkATgBPgEQARIAmABRACkAH6AXMBMgC2gF5gQMEQEwADAAXABOACqAFgAWgAyACIAEyAJwAnwCIAIkATAAogBSAD9ALmAmQBbQC8wIGCoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDBkBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBg6AmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwhATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYSgJgAGAAuACcAFUALAAtABkAEQAJkATgBPgEQARIAmABRACkAH6AXMBMgC2gF5gQMKQEwADAAXABOACqAFgAWgAyACIAEyAJwAnwCIAIkATAAogBSAD9ALmAmQBbQC8wIGA,CPrL07APrL07AAfNdcENDCCgAAAAAAAAAAigAAAAAAFAoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDAkBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBgaAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwRATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYKgJgAGAAuACcAFUALAAtABkAEQAJkATgBPgEQARIAmABRACkAH6AXMBMgC2gF5gQMGQEwADAAXABOACqAFgAWgAyACIAEyAJwAnwCIAIkATAAogBSAD9ALmAmQBbQC8wIGDoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDCEBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBhKAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwpATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYA,1,26,26,0,0,0,0,31,145
"process,vogel,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",CPrL07APrL07AAfNdiENDCCgAAAAAAAAAAigAAAAAAFAoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDAkBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBgaAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwRATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYKgJgAGAAuACcAFUALAAtABkAEQAJkATgBPgEQARIAmABRACkAH6AXMBMgC2gF5gQMGQEwADAAXABOACqAFgAWgAyACIAEyAJwAnwCIAIkATAAogBSAD9ALmAmQBbQC8wIGDoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDCEBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBhKAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwpATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYA,CPrL07APrL07AAfNdiENDCCoAP_AAH_AAAigIGQFwADAAXABOACqAFgAWgAyACIAEyAJwAngB-gEQARIAmABRACkAH6ARYAuYBgQDhAJkAW0AvMCBgIGQFwADAAXABOACqAFgAWgAyACIAEyAJwAngB-gEQARIAmABRACkAH6ARYAuYBgQDhAJkAW0AvMCBgBQKAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwJATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYGgJgAGAAuACcAFUALAAtABkAEQAJkATgBPgEQARIAmABRACkAH6AXMBMgC2gF5gQMEQEwADAAXABOACqAFgAWgAyACIAEyAJwAnwCIAIkATAAogBSAD9ALmAmQBbQC8wIGCoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDBkBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBg6AmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwhATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYSgJgAGAAuACcAFUALAAtABkAEQAJkATgBPgEQARIAmABRACkAH6AXMBMgC2gF5gQMKQEwADAAXABOACqAFgAWgAyACIAEyAJwAnwCIAIkATAAogBSAD9ALmAmQBbQC8wIGA,0,1,26,26,0,0,,,31,146
"profi-werkstatt,net",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",CPrL07APrL07AAfDdBENDCCgAAAAAAAAAAigAAAMEgAgMEAA,CPrL07APrL07AAfDdBENDCCgAP_AAH_AAAigISgR5DpFTWFCQXxZQONgGIQUUMAAAGQCDACBAiABAAMQYAQA0kECMASABAACAAAAIBIBAAAEDAAAAAAAAAAAAACAAAAAgAAIIAAAABEAQAIAAAIIAAAAAAAIAAABAAAAmADQAILCAEAABAAQAAAAACAAAAAAAQAAAAAAAAAAAAAAAAAAAAAghKBHkOkVNYUJBfFlA42AYhBRQwAAAZAIMAIECIAEAAxBgBADSQQIwBIAEAAIAAAAgEgEAAAQMAAAAAAAAAAAAAIAAAACAAAggAAAAEQBAAgAAAggAAAAAAAgAAAEAAACYANAAgsIAQAAEABAAAAAAIAAAAAABAAAAAAAAAAAAAAAAAAAAACAAA,0,1,117,117,0,1,,,31,147
"qz-online,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",,"CPrL07APrL07AAcABBENDCCsAP_AAH_AAAYgJaNf_X__b2_r-_5_f_t0eY1P9_7__-0zjhfdl-8N3f_X_L8X52M7vF36tq4KuR4ku3LBIUdlHPHcTVmw6okVryPsbk2cr7NKJ7PEmnMbO2dYGH9_n1_z-ZKY7___f__z_v-v________7-3f3__5___-__e_V__9zfn9_____9vP___9v-_9__________3_79_7_H9-f_9BLQAkw1biALsyxwZtowigRAjCsJCqBQAUUAwtEBhA6uCnZXAT6wiQAoBQBOBECHAFGTAIAABIAkIgAkCPBAIACIBAACABUIhAAxsAgsALAQCAAUA0LFGKAIQJCDIiIiFMCAqRIKCeyoQSg_0NMIQ6ywAoNH_FQgI1kDFYEQkLByHBEgJeLJA8xRvkAIwAoBRKhWopPTQELGYAAAAA,f_gAD_gAAAAA","CPrL07APrL07AAcABBENDCCgAAAAAAAAAAYgAAAAAAAA,YAAAAAAAAAAA",1,357,357,0,0,0,0,0,148
"radsport-news,com",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",CPrL07APrL07AAfP4BENDCCgAAAAAAAAAAigAAAMEgAgMEAA,CPrL07APrL07AAfP4BENDCCgAP_AAH_AAAigJSkR5D5MDWFBWX57QMskWYUX0MAVZyADChaAAaABCDAAcKQAkkEaIAyAAAACAQgAoBYBAAAADAlAAEAQQIhBAAHgAgAEoBAIIAAEABERQUIAAAoKAIgAEAAIAAExKECAkALQAobiREAAkIAiQIAAgAAAAIABAhMAAAAIAAACAAIAAACAAAAAAAAAAAACABAAAAAAAAAAIJSkR5D5MDWFBWX57QMskWYUX0MAVZyADChaAAaABCDAAcKQAkkEaIAyAAAACAQgAoBYBAAAADAlAAEAQQIhBAAHgAgAEoBAIIAAEABERQUIAAAoKAIgAEAAIAAExKECAkALQAobiREAAkIAiQIAAgAAAAIABAhMAAAAIAAACAAIAAACAAAAAAAAAAAACABAAAAAAAAAAIAA,CPrL07APrL07AAfP4BENDCCgAAAAAAAAAAigAAAMEgAgMEAA,1,200,200,0,1,0,1,31,149
"raspberry-pi-geek,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",,,,0,0,0,0,0,0,0,0,150
"reisefrage,net",2023-03-20,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,","CPrMGgAPrMGgAAGABCENDCCgAAAAAABAACQgAAAF1gAgF1AAAAAA,YAAAAAAAAAAA","CPrMGgAPrMGgAAGABCENDCCsAP_AAAHAACQgIslV5D9dLGFBMXZ5YNsgSYUX1sARpmQCCBaAE6AFwAOA8IAEk0AAMARgACACABAAoADBIAAkDABEAUCQAAgFASHkIgSAgAAKIAAAAAMQAwAAAAsAAAAAEAAIhEAJIwAAmCqwYwrsRkAEhIAQAgAAgIgBAKABAgMACEEYAAAAAAIAAoAAAgIEEAAAAAECAusAEAuoBoSBaAAgABYAFQAMgAcgA8AEAAMgAaQBEAEUAJgATwAqgBvADmAHoAPwAhABDQCIAIkASwAmgBSgC3AGHAPsA_QCBgEaAI4AXMAxQBtADcAHEAPkAocBeYDBgGGgMkAayA4IB44EIQIXARSDQBAAuACGgH2AfgB8hEAMAQ0A-wD8APkKgCABMAC4ARwBeYyAGAEwAjgC8x0DAABYAFQAMgAcgA-AEAAMgAaAA-gCIAIoATAAngBVAC4AGIAN4AcwA9AB-AENAIgAiQBLACaAFKALEAW4AwwBowD7AP0AgYBFgCOAFzAMUAbQA3ABxADnAIvAUOAvMBgwDDQGSAMsAcWA8cCAIEUhwAQABAAFwEIANNIQEgAFgAZACYAFUALgAYgA3gB6AFKALEAfYBHAC5gGKANoAc4B44EKCAAEABBKAyAAgABYAGQAOAAfACIAEwAKoAXAAxACGgEQARIApQBbwD7APwAjgBcwDFAG4APkAi8BeYDLAIAgQhJAAQALlIE4ACwAKgAZAA5AB8AIAAZAA0gCIAIoATAAngBSACqAGIAOYAfgBDQCIAIkAUoAsQBbgDRgH2AfoBFgCOAFzAMUAbQA3ACLwFDgLzAYaAyQBlgDWQHBAPHAhCBFIoABAAuA,YAAAAAAAAAAA","eyJhbGciOiJSUzI1NiIsImtpZCI6ImNkcG04c1V6aWI1RlJneXlyc1I2Ui1tVmdHNEx5bmpFejdKZUlEeWY2WnMifQ,eyJhdXRoIjp0cnVlLCJ0eXBlIjoidHJpYWwiLCJwbGFucyI6WyI0OGU2NDk4Ny0zMDMyLTRhMzQtYmU1Yy00YjFiODQ0Mjk5NjgiXSwiYXVkIjoiMTcyYmU0NDgiLCJpYXQiOjE2ODMxMTIxMDYsImV4cCI6MTY4MzI4ODUwNn0,Pja5ZkEljhkQDIMMZj0UIpMikIwSm0Hlo-lyrFyZ0ZcWtWqTbvH-Cy71-3VPZnliI-U9ipxG_wNpxa5zUx1BLN_JiqWyQUiz7QtCFWiD4fPgpp-98g_RtAPbL1K4gVIDy4qX1nobiD6vHrhrZHvLx7t3TQRALdlMtjItIk-ipvkVFrJvARzvdEbCsG_44-uUX5h_Qo4EIhJdrMJTXICiT713Y2igV7DtQ1T_W2cQgL8TnOMj9plCrZ_2yRkiYIdXp4ns8uq5fWPYSO2xp6tKSPQDM1KIUsVjNH_mK_Q4tlAlZDKnff_IAYaNaWjg2XFc6ok9HjpGq6pAGMYoSpSJiA",1,1,1,0,1,0,0,6,151
"rennrad-news,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",,,,0,0,0,0,0,0,0,0,152
"saechsische,de",,Newspaper,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",,,,1,0,0,0,0,0,0,0,153
"schifffahrtundtechnik,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",,,,0,0,0,0,0,0,0,0,154
"schulferien,org",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,","CPrMGgAPrMGgAAGABCENDCCgAAAAAAAAACQgAAAAAAAA,YAAAAAAAAAAA","CPrMGgAPrMGgAAGABCENDCCsAP_AAAAAACQgIsgZ5D5cTWFBeXx_QPs0eYwf11AVJmAiChKAA6ABSDIAcLQEkmASMAyAAAACAAwEIBIBAAAkCAEEAEAQQIgAABHkAgAEhAAIICBEABERQAAACAIKCAAAAQAIAAARIgAAmQCAQ0LmRFQAgIAQJAAAgIgAAAAFAgMAAAAAAAIAAAAAgAAAAQAAAAAAAAACAAABIRAFAEMAPwAkwCRAFIiAAIAJAkCQABYAFQAMgAcgA8AEAANAAeQBEAEUAJgATwA3gBzAD8AIQAQ0AiACJAEcAJYATQApQBbgDDgH4AfoBAwCOAEmAJSAYoA3ABxAEiAKRAXmAyQBlwDWAgAoAEgAMgAfgB_AHOAWcBHoCVgF1AMhDQCAAuACGAH4AQUAkwBaAEiAKRDAAQDqDoGQACwAKgAZAA5AB8AIAAaAA8AB9AEQARQAmABPgC4ALoAYgAzABvADmAH4AQ0AiACJAEsAJoAUoAsQBbgDDAGjAPwA_QCBgEWgI4AjoBJgCUgFoAMUAbgA4gBzgDqAH2AReAkQBMgC8wF9AMkAZYAy4BqoDWAINDgCoAFwASAAyAB-AFAANAAfwBHADNAHOAO4AgoBCACzgGBANeAj0BKwCYgF1AMhJQGgAFgAZAA4AB8AHgARAAmABcADEAGYAQ0AiACJAEcAKUAW4A_ACOAFoAMUAbgA6gCLwEiALzAZYA1gkAJAAuALkAZoA7gDXgHbAPsAj0BKwyAIAEwARwBHAF5jAAICPRUAYAJgAXABHAEcALQAvMUACAIKAj0hASAAWABkAJgAXAAxABmADeAI4AUoAsQCOAEpALQAYoA5wB1AEiANVIACQA0AB_AGaAOcAgoB2wEegJiAiyUgSAALAAqABkADkAHwAgABoADyAIgAigBMACeAFIAMQAZgA5gB-AENAIgAiQBSgCxAFuANGAfgB-gEWgI4AjoBKQDFAG4APsAi8BIgC8wF9AMkAZYAy4BrBQAiABcAEgAMgAfgBtAD-AI4AXIAzQBzgDuALqAa8A7YCPQExARZAAAA,YAAAAAAAAAAA","CPrMGgAPrMGgAAGABCENDCCgAAAAAAAAACQgAAAAAAAA,YAAAAAAAAAAA",1,0,0,0,0,0,0,6,155
"security-insider,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",CPrL07APrL07AAfNdHENDCCgAAAAAAAAAAigAAAAAAFAoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDAkBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBgaAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwRATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYKgJgAGAAuACcAFUALAAtABkAEQAJkATgBPgEQARIAmABRACkAH6AXMBMgC2gF5gQMGQEwADAAXABOACqAFgAWgAyACIAEyAJwAnwCIAIkATAAogBSAD9ALmAmQBbQC8wIGDoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDCEBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBhKAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwpATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYA,CPrL07APrL07AAfNdHENDCCoAP_AAH_AAAigIGQFwADAAXABOACqAFgAWgAyACIAEyAJwAngB-gEQARIAmABRACkAH6ARYAuYBgQDhAJkAW0AvMCBgIGQFwADAAXABOACqAFgAWgAyACIAEyAJwAngB-gEQARIAmABRACkAH6ARYAuYBgQDhAJkAW0AvMCBgBQKAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwJATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYGgJgAGAAuACcAFUALAAtABkAEQAJkATgBPgEQARIAmABRACkAH6AXMBMgC2gF5gQMEQEwADAAXABOACqAFgAWgAyACIAEyAJwAnwCIAIkATAAogBSAD9ALmAmQBbQC8wIGCoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDBkBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBg6AmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwhATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYSgJgAGAAuACcAFUALAAtABkAEQAJkATgBPgEQARIAmABRACkAH6AXMBMgC2gF5gQMKQEwADAAXABOACqAFgAWgAyACIAEyAJwAnwCIAIkATAAogBSAD9ALmAmQBbQC8wIGA,CPrL07APrL07AAfNdHENDCCgAAAAAAAAAAigAAAAAAFAoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDAkBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBgaAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwRATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYKgJgAGAAuACcAFUALAAtABkAEQAJkATgBPgEQARIAmABRACkAH6AXMBMgC2gF5gQMGQEwADAAXABOACqAFgAWgAyACIAEyAJwAnwCIAIkATAAogBSAD9ALmAmQBbQC8wIGDoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDCEBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBhKAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwpATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYA,1,26,26,0,0,0,0,31,156
"selbstversorger,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",,,,0,0,0,0,0,0,0,0,157
"selfies,com",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",,CPrL07APrL07AAfCtFDEDCCwAP_AAH_AAAYgI5gJpDpMTWFAMHB5AMMAKIQU1tAXIWAACBAAASABQAMAsAQE0AAAIASAAAACAQQAIBYBAAAAAEAAAAEAQAAEBAEkAAAAhAAIIAJAAAEAQAAAAAAAAAAAAAAAAAAJAAQAkACAQwKAREAAgIAwAEAAAAgAgIABAgIAAAAAEAAAAAIEAAAAAAIAAIABAAACARAAgjmAmkOkxNYUAwcHkAwwAohBTW0BchYAAIEAABIAFAAwCwBATQAAAgBIAAAAIBBAAgFgEAAAAAQAAAAQBAAAQEASQAAACEAAggAkAAAQBAAAAAAAAAAAAAAAAAAAkABACQAIBDAoBEQACAgDAAQAAACACAgAECAgAAAAAQAAAAAgQAAAAAAgAAgAEAAAIBEACAUCgAgAyCQAQAZBoAIAMhEAEAGQqACADIZABABkOgAgAyIQAQAZEoAIAMikAEAGQA,1,1,134,134,0,0,,,0,158
